image_path,label
dataset/real\macarons\846139.jpg,1
dataset/fake\edamame\76447.jpg,0
dataset/fake\hummus\889521.jpg,0
dataset/real\lobster_roll_sandwich\843536.jpg,1
dataset/fake\chicken_quesadilla\2897666.jpg,0
dataset/fake\bread_pudding\2575335.jpg,0
dataset/fake\gyoza\705301.jpg,0
dataset/real\cheesecake\2011657.jpg,1
dataset/fake\panna_cotta\604637.jpg,0
dataset/real\beef_tartare\2853815.jpg,1
dataset/real\huevos_rancheros\933347.jpg,1
dataset/real\greek_salad\986206.jpg,1
dataset/fake\falafel\7396.jpg,0
dataset/real\shrimp_and_grits\923212.jpg,1
dataset/fake\gnocchi\759897.jpg,0
dataset/real\huevos_rancheros\923385.jpg,1
dataset/real\waffles\750964.jpg,1
dataset/fake\foie_gras\79314.jpg,0
dataset/fake\spaghetti_bolognese\825402.jpg,0
dataset/real\french_onion_soup\77894.jpg,1
dataset/fake\baby_back_ribs\634146.jpg,0
dataset/fake\caprese_salad\669064.jpg,0
dataset/real\breakfast_burrito\1484908.jpg,1
dataset/real\sushi\94385.jpg,1
dataset/real\tuna_tartare\872104.jpg,1
dataset/fake\crab_cakes\943630.jpg,0
dataset/real\poutine\869931.jpg,1
dataset/fake\greek_salad\967352.jpg,0
dataset/fake\ice_cream\901660.jpg,0
dataset/fake\greek_salad\72487.jpg,0
dataset/fake\strawberry_shortcake\71742.jpg,0
dataset/real\tuna_tartare\841002.jpg,1
dataset/real\beef_tartare\1361653.jpg,1
dataset/real\spring_rolls\92235.jpg,1
dataset/fake\beef_tartare\101073.jpg,0
dataset/fake\beignets\1416495.jpg,0
dataset/real\clam_chowder\878144.jpg,1
dataset/fake\cheesecake\1122445.jpg,0
dataset/fake\ramen\88430.jpg,0
dataset/fake\french_onion_soup\723360.jpg,0
dataset/real\croque_madame\82322.jpg,1
dataset/fake\ravioli\74206.jpg,0
dataset/fake\bibimbap\2425339.jpg,0
dataset/fake\creme_brulee\930285.jpg,0
dataset/real\hot_dog\99314.jpg,1
dataset/fake\garlic_bread\792397.jpg,0
dataset/real\filet_mignon\874322.jpg,1
dataset/fake\scallops\658584.jpg,0
dataset/real\waffles\762877.jpg,1
dataset/real\steak\91432.jpg,1
dataset/real\crab_cakes\932886.jpg,1
dataset/real\risotto\713431.jpg,1
dataset/real\beef_tartare\101073.jpg,1
dataset/real\eggs_benedict\983260.jpg,1
dataset/fake\eggs_benedict\994800.jpg,0
dataset/real\strawberry_shortcake\958288.jpg,1
dataset/fake\beef_carpaccio\2250170.jpg,0
dataset/fake\panna_cotta\615475.jpg,0
dataset/real\gnocchi\88676.jpg,1
dataset/real\gnocchi\85359.jpg,1
dataset/fake\risotto\94799.jpg,0
dataset/fake\chicken_wings\2157246.jpg,0
dataset/real\baklava\1432026.jpg,1
dataset/real\chocolate_cake\3793884.jpg,1
dataset/real\chicken_quesadilla\284069.jpg,1
dataset/fake\lobster_roll_sandwich\839549.jpg,0
dataset/fake\prime_rib\844644.jpg,0
dataset/real\french_fries\820107.jpg,1
dataset/fake\spaghetti_bolognese\783059.jpg,0
dataset/real\lasagna\806706.jpg,1
dataset/fake\croque_madame\90663.jpg,0
dataset/fake\macaroni_and_cheese\84484.jpg,0
dataset/fake\onion_rings\83644.jpg,0
dataset/fake\breakfast_burrito\361705.jpg,0
dataset/real\gyoza\738353.jpg,1
dataset/fake\garlic_bread\77925.jpg,0
dataset/real\seaweed_salad\86499.jpg,1
dataset/real\panna_cotta\69922.jpg,1
dataset/fake\macarons\834813.jpg,0
dataset/real\foie_gras\70665.jpg,1
dataset/fake\tacos\87767.jpg,0
dataset/fake\creme_brulee\918961.jpg,0
dataset/fake\spring_rolls\702057.jpg,0
dataset/fake\gnocchi\756033.jpg,0
dataset/fake\grilled_salmon\943067.jpg,0
dataset/real\waffles\737611.jpg,1
dataset/real\ice_cream\901660.jpg,1
dataset/real\macaroni_and_cheese\693521.jpg,1
dataset/real\fish_and_chips\283700.jpg,1
dataset/fake\clam_chowder\930416.jpg,0
dataset/real\ravioli\756650.jpg,1
dataset/fake\pho\999247.jpg,0
dataset/fake\guacamole\902637.jpg,0
dataset/real\seaweed_salad\60390.jpg,1
dataset/fake\hummus\871803.jpg,0
dataset/real\hot_and_sour_soup\607274.jpg,1
dataset/fake\pizza\98617.jpg,0
dataset/fake\pulled_pork_sandwich\956818.jpg,0
dataset/fake\red_velvet_cake\601639.jpg,0
dataset/real\cheese_plate\1872257.jpg,1
dataset/real\chocolate_cake\25331.jpg,1
dataset/real\french_fries\87125.jpg,1
dataset/fake\seaweed_salad\98808.jpg,0
dataset/fake\tiramisu\511137.jpg,0
dataset/real\spaghetti_carbonara\670426.jpg,1
dataset/fake\cannoli\770203.jpg,0
dataset/real\spaghetti_bolognese\798476.jpg,1
dataset/real\croque_madame\972376.jpg,1
dataset/fake\grilled_salmon\955438.jpg,0
dataset/fake\ceviche\2842379.jpg,0
dataset/fake\french_fries\850387.jpg,0
dataset/real\filet_mignon\872325.jpg,1
dataset/fake\pulled_pork_sandwich\947258.jpg,0
dataset/fake\macaroni_and_cheese\696778.jpg,0
dataset/fake\hot_dog\91220.jpg,0
dataset/fake\panna_cotta\90472.jpg,0
dataset/fake\seaweed_salad\93734.jpg,0
dataset/real\chocolate_cake\2103047.jpg,1
dataset/fake\tiramisu\489422.jpg,0
dataset/fake\chicken_quesadilla\1335892.jpg,0
dataset/real\steak\638678.jpg,1
dataset/fake\french_onion_soup\758097.jpg,0
dataset/fake\spaghetti_bolognese\792517.jpg,0
dataset/fake\caprese_salad\55596.jpg,0
dataset/real\macaroni_and_cheese\84484.jpg,1
dataset/fake\lobster_bisque\862708.jpg,0
dataset/fake\fried_rice\92753.jpg,0
dataset/real\apple_pie\3825794.jpg,1
dataset/fake\red_velvet_cake\79805.jpg,0
dataset/real\french_fries\89974.jpg,1
dataset/fake\lasagna\746361.jpg,0
dataset/fake\red_velvet_cake\604781.jpg,0
dataset/real\bread_pudding\173250.jpg,1
dataset/real\falafel\97482.jpg,1
dataset/fake\falafel\6768.jpg,0
dataset/fake\huevos_rancheros\939505.jpg,0
dataset/fake\falafel\953274.jpg,0
dataset/fake\eggs_benedict\973435.jpg,0
dataset/fake\deviled_eggs\662604.jpg,0
dataset/real\apple_pie\3004621.jpg,1
dataset/fake\sushi\911808.jpg,0
dataset/fake\ramen\68147.jpg,0
dataset/fake\frozen_yogurt\80499.jpg,0
dataset/fake\chocolate_mousse\899470.jpg,0
dataset/fake\apple_pie\695587.jpg,0
dataset/real\paella\575346.jpg,1
dataset/real\ice_cream\918359.jpg,1
dataset/fake\cup_cakes\86160.jpg,0
dataset/real\spaghetti_bolognese\783059.jpg,1
dataset/real\strawberry_shortcake\98608.jpg,1
dataset/fake\guacamole\86812.jpg,0
dataset/fake\carrot_cake\3844718.jpg,0
dataset/fake\shrimp_and_grits\965008.jpg,0
dataset/fake\chicken_quesadilla\1539179.jpg,0
dataset/fake\ice_cream\97166.jpg,0
dataset/real\hot_dog\930181.jpg,1
dataset/real\peking_duck\74455.jpg,1
dataset/real\spaghetti_carbonara\717788.jpg,1
dataset/fake\peking_duck\62351.jpg,0
dataset/fake\filet_mignon\858296.jpg,0
dataset/fake\lobster_roll_sandwich\9253.jpg,0
dataset/real\macaroni_and_cheese\67693.jpg,1
dataset/fake\scallops\67009.jpg,0
dataset/real\ceviche\2659277.jpg,1
dataset/fake\deviled_eggs\614926.jpg,0
dataset/fake\paella\95594.jpg,0
dataset/real\pancakes\91418.jpg,1
dataset/fake\omelette\794603.jpg,0
dataset/real\oysters\98313.jpg,1
dataset/real\onion_rings\86863.jpg,1
dataset/real\shrimp_and_grits\911405.jpg,1
dataset/fake\bruschetta\3407704.jpg,0
dataset/real\falafel\947221.jpg,1
dataset/fake\bruschetta\3812218.jpg,0
dataset/fake\lasagna\816974.jpg,0
dataset/fake\chocolate_mousse\891067.jpg,0
dataset/fake\paella\82039.jpg,0
dataset/real\donuts\763266.jpg,1
dataset/fake\panna_cotta\60714.jpg,0
dataset/real\churros\917841.jpg,1
dataset/real\fish_and_chips\184654.jpg,1
dataset/fake\strawberry_shortcake\958288.jpg,0
dataset/fake\macaroni_and_cheese\694141.jpg,0
dataset/fake\frozen_yogurt\77979.jpg,0
dataset/fake\grilled_cheese_sandwich\773259.jpg,0
dataset/fake\gyoza\87872.jpg,0
dataset/real\samosa\9241.jpg,1
dataset/real\cheesecake\1767182.jpg,1
dataset/fake\gyoza\79650.jpg,0
dataset/fake\waffles\734861.jpg,0
dataset/real\steak\97656.jpg,1
dataset/real\sashimi\761080.jpg,1
dataset/real\miso_soup\94402.jpg,1
dataset/real\bibimbap\2915290.jpg,1
dataset/real\spring_rolls\7847.jpg,1
dataset/fake\lobster_bisque\825585.jpg,0
dataset/real\spaghetti_bolognese\834603.jpg,1
dataset/fake\chocolate_mousse\904759.jpg,0
dataset/real\lobster_bisque\97480.jpg,1
dataset/real\sushi\897488.jpg,1
dataset/real\dumplings\849880.jpg,1
dataset/fake\eggs_benedict\8349.jpg,0
dataset/fake\shrimp_and_grits\938890.jpg,0
dataset/fake\chicken_wings\1162022.jpg,0
dataset/fake\lasagna\739400.jpg,0
dataset/real\bruschetta\1562651.jpg,1
dataset/fake\caprese_salad\3901537.jpg,0
dataset/fake\peking_duck\561591.jpg,0
dataset/fake\baklava\3753309.jpg,0
dataset/fake\gyoza\692873.jpg,0
dataset/fake\hamburger\78997.jpg,0
dataset/real\onion_rings\96707.jpg,1
dataset/real\ravioli\806106.jpg,1
dataset/real\baby_back_ribs\1325806.jpg,1
dataset/real\macarons\869998.jpg,1
dataset/fake\lobster_bisque\813441.jpg,0
dataset/real\tuna_tartare\829472.jpg,1
dataset/real\seaweed_salad\990521.jpg,1
dataset/real\eggs_benedict\973435.jpg,1
dataset/real\waffles\758030.jpg,1
dataset/fake\ceviche\3369487.jpg,0
dataset/real\scallops\66095.jpg,1
dataset/real\chicken_wings\1618960.jpg,1
dataset/real\beignets\1869263.jpg,1
dataset/real\french_onion_soup\760358.jpg,1
dataset/fake\steak\640539.jpg,0
dataset/fake\sashimi\98340.jpg,0
dataset/fake\baby_back_ribs\3412520.jpg,0
dataset/fake\french_fries\848492.jpg,0
dataset/fake\spaghetti_carbonara\80001.jpg,0
dataset/fake\huevos_rancheros\92013.jpg,0
dataset/fake\fish_and_chips\1611179.jpg,0
dataset/fake\oysters\92031.jpg,0
dataset/fake\ravioli\793377.jpg,0
dataset/real\chicken_wings\2878316.jpg,1
dataset/fake\ceviche\1772849.jpg,0
dataset/fake\pancakes\91418.jpg,0
dataset/fake\chocolate_mousse\873750.jpg,0
dataset/fake\mussels\600210.jpg,0
dataset/fake\panna_cotta\622093.jpg,0
dataset/fake\beef_tartare\1361653.jpg,0
dataset/real\baby_back_ribs\938822.jpg,1
dataset/fake\bread_pudding\3134416.jpg,0
dataset/fake\onion_rings\77500.jpg,0
dataset/fake\oysters\889151.jpg,0
dataset/real\nachos\99088.jpg,1
dataset/fake\clam_chowder\872887.jpg,0
dataset/fake\tuna_tartare\872104.jpg,0
dataset/fake\seaweed_salad\614972.jpg,0
dataset/real\chocolate_cake\3823823.jpg,1
dataset/fake\ice_cream\891533.jpg,0
dataset/fake\filet_mignon\854250.jpg,0
dataset/real\donuts\91590.jpg,1
dataset/fake\tuna_tartare\790812.jpg,0
dataset/real\macarons\834982.jpg,1
dataset/fake\breakfast_burrito\3855280.jpg,0
dataset/real\peking_duck\561948.jpg,1
dataset/fake\macarons\875016.jpg,0
dataset/real\hamburger\732473.jpg,1
dataset/fake\bread_pudding\291714.jpg,0
dataset/real\baklava\447219.jpg,1
dataset/real\caprese_salad\3479013.jpg,1
dataset/real\macarons\841158.jpg,1
dataset/real\foie_gras\570930.jpg,1
dataset/fake\waffles\737503.jpg,0
dataset/real\macarons\884964.jpg,1
dataset/fake\chicken_curry\2610952.jpg,0
dataset/real\french_toast\791295.jpg,1
dataset/real\gyoza\694561.jpg,1
dataset/real\paella\597551.jpg,1
dataset/fake\club_sandwich\95569.jpg,0
dataset/real\bread_pudding\41004.jpg,1
dataset/fake\garlic_bread\777864.jpg,0
dataset/real\clam_chowder\897152.jpg,1
dataset/real\creme_brulee\930285.jpg,1
dataset/fake\lasagna\763059.jpg,0
dataset/fake\macaroni_and_cheese\67714.jpg,0
dataset/fake\bruschetta\2018456.jpg,0
dataset/real\french_fries\859412.jpg,1
dataset/fake\macarons\841259.jpg,0
dataset/real\pulled_pork_sandwich\971783.jpg,1
dataset/real\pork_chop\74543.jpg,1
dataset/real\fried_calamari\649177.jpg,1
dataset/real\sashimi\745308.jpg,1
dataset/real\lobster_bisque\830001.jpg,1
dataset/real\prime_rib\92331.jpg,1
dataset/fake\crab_cakes\964108.jpg,0
dataset/real\chicken_quesadilla\3418102.jpg,1
dataset/fake\beignets\3806816.jpg,0
dataset/real\baklava\1062541.jpg,1
dataset/real\beef_tartare\3049033.jpg,1
dataset/real\prime_rib\9053.jpg,1
dataset/fake\falafel\964477.jpg,0
dataset/real\tiramisu\505640.jpg,1
dataset/real\creme_brulee\919410.jpg,1
dataset/real\garlic_bread\777202.jpg,1
dataset/fake\steak\644867.jpg,0
dataset/fake\breakfast_burrito\1246341.jpg,0
dataset/real\lasagna\755522.jpg,1
dataset/fake\french_toast\794254.jpg,0
dataset/fake\guacamole\905087.jpg,0
dataset/fake\beet_salad\565113.jpg,0
dataset/real\cheesecake\248448.jpg,1
dataset/fake\cup_cakes\96277.jpg,0
dataset/real\guacamole\860920.jpg,1
dataset/fake\miso_soup\844314.jpg,0
dataset/real\takoyaki\674801.jpg,1
dataset/fake\mussels\63226.jpg,0
dataset/real\club_sandwich\844764.jpg,1
dataset/fake\poutine\864430.jpg,0
dataset/real\tacos\924512.jpg,1
dataset/fake\apple_pie\1443243.jpg,0
dataset/real\huevos_rancheros\936755.jpg,1
dataset/real\caprese_salad\1841490.jpg,1
dataset/fake\caesar_salad\2043391.jpg,0
dataset/fake\beef_tartare\1187228.jpg,0
dataset/real\bruschetta\3858477.jpg,1
dataset/real\strawberry_shortcake\70399.jpg,1
dataset/real\caesar_salad\682984.jpg,1
dataset/fake\hot_and_sour_soup\619528.jpg,0
dataset/real\sushi\911808.jpg,1
dataset/real\ceviche\2279938.jpg,1
dataset/fake\spaghetti_bolognese\802630.jpg,0
dataset/real\chicken_wings\2157246.jpg,1
dataset/fake\fried_rice\64950.jpg,0
dataset/fake\cup_cakes\96964.jpg,0
dataset/real\hot_dog\93133.jpg,1
dataset/fake\cup_cakes\9256.jpg,0
dataset/real\macarons\834813.jpg,1
dataset/fake\creme_brulee\919228.jpg,0
dataset/real\gyoza\747928.jpg,1
dataset/fake\eggs_benedict\984851.jpg,0
dataset/fake\croque_madame\56581.jpg,0
dataset/fake\tacos\911899.jpg,0
dataset/real\risotto\694685.jpg,1
dataset/real\oysters\889151.jpg,1
dataset/real\spring_rolls\685209.jpg,1
dataset/real\guacamole\99010.jpg,1
dataset/real\grilled_cheese_sandwich\775154.jpg,1
dataset/fake\beef_carpaccio\826914.jpg,0
dataset/real\clam_chowder\889952.jpg,1
dataset/real\hot_dog\98754.jpg,1
dataset/real\miso_soup\874698.jpg,1
dataset/fake\panna_cotta\69922.jpg,0
dataset/real\baby_back_ribs\707137.jpg,1
dataset/real\beignets\2472356.jpg,1
dataset/real\gyoza\722267.jpg,1
dataset/real\eggs_benedict\994800.jpg,1
dataset/real\carrot_cake\3489814.jpg,1
dataset/real\pulled_pork_sandwich\936291.jpg,1
dataset/fake\french_onion_soup\706359.jpg,0
dataset/fake\oysters\97263.jpg,0
dataset/real\filet_mignon\864215.jpg,1
dataset/fake\pancakes\76828.jpg,0
dataset/fake\pad_thai\774683.jpg,0
dataset/real\scallops\668057.jpg,1
dataset/real\club_sandwich\883455.jpg,1
dataset/fake\frozen_yogurt\66390.jpg,0
dataset/real\french_fries\852271.jpg,1
dataset/fake\samosa\95022.jpg,0
dataset/fake\ice_cream\914855.jpg,0
dataset/real\scallops\65756.jpg,1
dataset/fake\baklava\1290275.jpg,0
dataset/real\macarons\82185.jpg,1
dataset/fake\pulled_pork_sandwich\67213.jpg,0
dataset/fake\apple_pie\1946376.jpg,0
dataset/fake\fried_calamari\85884.jpg,0
dataset/real\grilled_cheese_sandwich\778717.jpg,1
dataset/real\creme_brulee\911836.jpg,1
dataset/fake\paella\575346.jpg,0
dataset/fake\lobster_roll_sandwich\95466.jpg,0
dataset/fake\croque_madame\95292.jpg,0
dataset/real\panna_cotta\598270.jpg,1
dataset/real\garlic_bread\92932.jpg,1
dataset/fake\red_velvet_cake\97406.jpg,0
dataset/real\fish_and_chips\267279.jpg,1
dataset/real\pork_chop\94984.jpg,1
dataset/real\tiramisu\521453.jpg,1
dataset/real\frozen_yogurt\97182.jpg,1
dataset/real\crab_cakes\943630.jpg,1
dataset/real\strawberry_shortcake\80689.jpg,1
dataset/fake\caprese_salad\3202397.jpg,0
dataset/real\pulled_pork_sandwich\992038.jpg,1
dataset/real\prime_rib\9547.jpg,1
dataset/real\lasagna\739400.jpg,1
dataset/fake\club_sandwich\886748.jpg,0
dataset/real\pork_chop\92752.jpg,1
dataset/real\sashimi\774793.jpg,1
dataset/real\shrimp_and_grits\938107.jpg,1
dataset/real\bibimbap\182650.jpg,1
dataset/real\pho\7248.jpg,1
dataset/fake\breakfast_burrito\2771420.jpg,0
dataset/real\pancakes\96818.jpg,1
dataset/real\tiramisu\80043.jpg,1
dataset/fake\filet_mignon\870415.jpg,0
dataset/fake\sushi\894318.jpg,0
dataset/real\grilled_cheese_sandwich\95652.jpg,1
dataset/fake\churros\864848.jpg,0
dataset/real\baklava\2321560.jpg,1
dataset/real\frozen_yogurt\75792.jpg,1
dataset/fake\steak\644777.jpg,0
dataset/fake\ravioli\806106.jpg,0
dataset/fake\grilled_cheese_sandwich\778770.jpg,0
dataset/real\caprese_salad\2071987.jpg,1
dataset/fake\beef_carpaccio\691812.jpg,0
dataset/fake\spaghetti_carbonara\675724.jpg,0
dataset/fake\cheese_plate\688432.jpg,0
dataset/real\fried_calamari\76763.jpg,1
dataset/real\french_onion_soup\695034.jpg,1
dataset/fake\beignets\1703648.jpg,0
dataset/fake\dumplings\92550.jpg,0
dataset/fake\tuna_tartare\92525.jpg,0
dataset/real\clam_chowder\917836.jpg,1
dataset/fake\beet_salad\2482528.jpg,0
dataset/fake\croque_madame\979414.jpg,0
dataset/fake\ramen\703171.jpg,0
dataset/real\pizza\98607.jpg,1
dataset/fake\greek_salad\65790.jpg,0
dataset/fake\grilled_cheese_sandwich\95652.jpg,0
dataset/real\greek_salad\65790.jpg,1
dataset/real\spaghetti_carbonara\721661.jpg,1
dataset/real\cheese_plate\1323702.jpg,1
dataset/real\chocolate_mousse\906657.jpg,1
dataset/fake\chicken_curry\364808.jpg,0
dataset/real\beef_carpaccio\1956862.jpg,1
dataset/fake\peking_duck\566911.jpg,0
dataset/real\beef_carpaccio\11483.jpg,1
dataset/real\ravioli\751621.jpg,1
dataset/fake\grilled_salmon\930889.jpg,0
dataset/fake\samosa\8443.jpg,0
dataset/fake\risotto\681331.jpg,0
dataset/fake\hummus\847612.jpg,0
dataset/real\grilled_salmon\940201.jpg,1
dataset/fake\cannoli\3371166.jpg,0
dataset/real\spaghetti_carbonara\80789.jpg,1
dataset/fake\caprese_salad\2641929.jpg,0
dataset/real\risotto\691818.jpg,1
dataset/fake\apple_pie\2445712.jpg,0
dataset/real\bruschetta\1119741.jpg,1
dataset/real\tiramisu\96202.jpg,1
dataset/fake\peking_duck\8098.jpg,0
dataset/real\strawberry_shortcake\79565.jpg,1
dataset/real\chocolate_mousse\97831.jpg,1
dataset/fake\ramen\675302.jpg,0
dataset/real\baby_back_ribs\3412520.jpg,1
dataset/fake\macaroni_and_cheese\650141.jpg,0
dataset/fake\hamburger\76858.jpg,0
dataset/fake\deviled_eggs\62723.jpg,0
dataset/fake\clam_chowder\884105.jpg,0
dataset/real\poutine\860886.jpg,1
dataset/fake\ravioli\83872.jpg,0
dataset/fake\french_fries\845350.jpg,0
dataset/fake\fried_rice\59189.jpg,0
dataset/fake\chicken_curry\3039770.jpg,0
dataset/fake\fried_calamari\95861.jpg,0
dataset/real\cheese_plate\2270753.jpg,1
dataset/fake\chocolate_cake\1594496.jpg,0
dataset/fake\steak\9555.jpg,0
dataset/fake\cheesecake\1751518.jpg,0
dataset/fake\pho\62482.jpg,0
dataset/fake\ramen\9330.jpg,0
dataset/fake\samosa\9241.jpg,0
dataset/fake\gnocchi\88676.jpg,0
dataset/fake\ice_cream\89027.jpg,0
dataset/fake\pho\5967.jpg,0
dataset/real\ramen\702674.jpg,1
dataset/real\scallops\686766.jpg,1
dataset/real\cheesecake\3614194.jpg,1
dataset/real\peking_duck\574748.jpg,1
dataset/real\baby_back_ribs\1959961.jpg,1
dataset/fake\falafel\988764.jpg,0
dataset/fake\cheesecake\1767182.jpg,0
dataset/fake\pizza\83538.jpg,0
dataset/real\foie_gras\66733.jpg,1
dataset/real\waffles\764669.jpg,1
dataset/real\lobster_bisque\777352.jpg,1
dataset/real\cannoli\627655.jpg,1
dataset/real\poutine\938903.jpg,1
dataset/real\pad_thai\89859.jpg,1
dataset/fake\miso_soup\888066.jpg,0
dataset/fake\fried_calamari\633370.jpg,0
dataset/fake\cup_cakes\67766.jpg,0
dataset/fake\sashimi\787756.jpg,0
dataset/fake\red_velvet_cake\7330.jpg,0
dataset/fake\carrot_cake\569667.jpg,0
dataset/fake\carrot_cake\2464542.jpg,0
dataset/real\tuna_tartare\803766.jpg,1
dataset/fake\hummus\871829.jpg,0
dataset/fake\french_onion_soup\735325.jpg,0
dataset/real\mussels\89826.jpg,1
dataset/real\caprese_salad\666910.jpg,1
dataset/real\deviled_eggs\89206.jpg,1
dataset/real\cheese_plate\1667697.jpg,1
dataset/fake\strawberry_shortcake\79093.jpg,0
dataset/real\omelette\838001.jpg,1
dataset/fake\lobster_roll_sandwich\85224.jpg,0
dataset/fake\caesar_salad\682984.jpg,0
dataset/fake\pad_thai\94744.jpg,0
dataset/fake\onion_rings\734372.jpg,0
dataset/real\beignets\924187.jpg,1
dataset/fake\mussels\8951.jpg,0
dataset/fake\seaweed_salad\89991.jpg,0
dataset/real\cannoli\3371166.jpg,1
dataset/real\red_velvet_cake\632941.jpg,1
dataset/real\waffles\88648.jpg,1
dataset/real\croque_madame\91563.jpg,1
dataset/fake\peking_duck\63425.jpg,0
dataset/real\fried_rice\68708.jpg,1
dataset/fake\tacos\85137.jpg,0
dataset/fake\breakfast_burrito\1350344.jpg,0
dataset/fake\beef_tartare\1697360.jpg,0
dataset/real\mussels\8951.jpg,1
dataset/fake\nachos\549619.jpg,0
dataset/fake\chicken_quesadilla\905097.jpg,0
dataset/real\paella\64919.jpg,1
dataset/real\chicken_quesadilla\3466414.jpg,1
dataset/fake\gyoza\78536.jpg,0
dataset/real\garlic_bread\804151.jpg,1
dataset/real\pulled_pork_sandwich\947325.jpg,1
dataset/real\seaweed_salad\76982.jpg,1
dataset/real\omelette\766716.jpg,1
dataset/real\prime_rib\96213.jpg,1
dataset/fake\garlic_bread\833071.jpg,0
dataset/real\steak\80215.jpg,1
dataset/real\mussels\605254.jpg,1
dataset/fake\miso_soup\94402.jpg,0
dataset/real\nachos\90700.jpg,1
dataset/fake\steak\90930.jpg,0
dataset/real\creme_brulee\99276.jpg,1
dataset/fake\omelette\783345.jpg,0
dataset/fake\pho\7588.jpg,0
dataset/real\seaweed_salad\85409.jpg,1
dataset/fake\fish_and_chips\3780634.jpg,0
dataset/fake\pho\59434.jpg,0
dataset/fake\bruschetta\3173075.jpg,0
dataset/real\spaghetti_bolognese\802630.jpg,1
dataset/fake\spaghetti_carbonara\708167.jpg,0
dataset/real\fried_calamari\651682.jpg,1
dataset/fake\shrimp_and_grits\919726.jpg,0
dataset/fake\panna_cotta\74637.jpg,0
dataset/fake\fish_and_chips\184654.jpg,0
dataset/fake\risotto\75664.jpg,0
dataset/fake\bruschetta\827314.jpg,0
dataset/real\ice_cream\90167.jpg,1
dataset/fake\edamame\750271.jpg,0
dataset/real\crab_cakes\937161.jpg,1
dataset/real\cannoli\1819956.jpg,1
dataset/real\tacos\837058.jpg,1
dataset/real\scallops\66443.jpg,1
dataset/fake\lobster_roll_sandwich\843845.jpg,0
dataset/real\bruschetta\1678573.jpg,1
dataset/fake\foie_gras\562850.jpg,0
dataset/real\guacamole\907331.jpg,1
dataset/fake\spring_rolls\91708.jpg,0
dataset/real\paella\82039.jpg,1
dataset/fake\poutine\926319.jpg,0
dataset/fake\risotto\708502.jpg,0
dataset/real\samosa\95022.jpg,1
dataset/fake\chocolate_mousse\906657.jpg,0
dataset/real\pancakes\7498.jpg,1
dataset/real\falafel\953274.jpg,1
dataset/real\french_toast\818831.jpg,1
dataset/real\clam_chowder\906900.jpg,1
dataset/real\ceviche\152909.jpg,1
dataset/real\eggs_benedict\9428.jpg,1
dataset/fake\seaweed_salad\988710.jpg,0
dataset/real\chocolate_cake\2694691.jpg,1
dataset/real\beignets\3917742.jpg,1
dataset/real\shrimp_and_grits\965008.jpg,1
dataset/real\nachos\83227.jpg,1
dataset/real\caesar_salad\3627235.jpg,1
dataset/fake\greek_salad\99676.jpg,0
dataset/real\frozen_yogurt\99252.jpg,1
dataset/fake\edamame\747734.jpg,0
dataset/fake\paella\76566.jpg,0
dataset/fake\clam_chowder\905093.jpg,0
dataset/fake\ramen\8764.jpg,0
dataset/real\hamburger\91710.jpg,1
dataset/fake\croque_madame\88150.jpg,0
dataset/real\gnocchi\91814.jpg,1
dataset/fake\baby_back_ribs\1325806.jpg,0
dataset/fake\nachos\547222.jpg,0
dataset/fake\mussels\74433.jpg,0
dataset/fake\huevos_rancheros\903136.jpg,0
dataset/real\ravioli\83872.jpg,1
dataset/real\cheese_plate\2736897.jpg,1
dataset/fake\fried_rice\59958.jpg,0
dataset/real\deviled_eggs\85295.jpg,1
dataset/fake\chicken_curry\3919521.jpg,0
dataset/fake\panna_cotta\590279.jpg,0
dataset/fake\mussels\88673.jpg,0
dataset/real\chocolate_cake\2398993.jpg,1
dataset/real\steak\660900.jpg,1
dataset/real\lobster_bisque\829123.jpg,1
dataset/real\deviled_eggs\649743.jpg,1
dataset/real\shrimp_and_grits\967122.jpg,1
dataset/fake\samosa\833085.jpg,0
dataset/real\macarons\82057.jpg,1
dataset/real\lasagna\741547.jpg,1
dataset/fake\crab_cakes\947777.jpg,0
dataset/real\cheesecake\1122445.jpg,1
dataset/real\chocolate_cake\2493285.jpg,1
dataset/real\omelette\823932.jpg,1
dataset/fake\macarons\869993.jpg,0
dataset/real\beef_carpaccio\3412113.jpg,1
dataset/fake\beef_tartare\190469.jpg,0
dataset/fake\spring_rolls\684015.jpg,0
dataset/real\red_velvet_cake\635226.jpg,1
dataset/fake\peking_duck\79718.jpg,0
dataset/fake\cheese_plate\2270753.jpg,0
dataset/fake\french_toast\94694.jpg,0
dataset/fake\poutine\916691.jpg,0
dataset/real\chocolate_mousse\98925.jpg,1
dataset/real\bibimbap\3655671.jpg,1
dataset/real\hot_dog\917699.jpg,1
dataset/real\caprese_salad\2693721.jpg,1
dataset/fake\crab_cakes\944840.jpg,0
dataset/real\ramen\8764.jpg,1
dataset/real\apple_pie\3728481.jpg,1
dataset/fake\frozen_yogurt\84365.jpg,0
dataset/fake\hot_and_sour_soup\613398.jpg,0
dataset/real\lasagna\772991.jpg,1
dataset/real\creme_brulee\929189.jpg,1
dataset/fake\ramen\9497.jpg,0
dataset/fake\cheesecake\2005548.jpg,0
dataset/fake\club_sandwich\97180.jpg,0
dataset/real\ravioli\819595.jpg,1
dataset/real\hot_and_sour_soup\76845.jpg,1
dataset/fake\mussels\91788.jpg,0
